Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level
49,Bachelor's,10,Healthcare,Health Analyst,Small,Mid,26,66,48
42,Bachelor's,13,Manufacturing,Production Supervisor,Large,Mid,64,35,64
53,Bachelor's,7,Healthcare,Medical Assistant,Large,Entry,18,88,67
54,High School,12,IT,Data Analyst,Small,Mid,58,43,27
32,Master's,6,Retail,Inventory Analyst,Medium,Entry,48,55,29
23,PhD,2,Telecom,Network Engineer,Medium,Mid,25,78,56
27,Master's,6,IT,Data Analyst,Small,Entry,24,81,92
60,Bachelor's,6,Manufacturing,Operator,Large,Mid,83,27,21
54,Bachelor's,8,Education,Teacher,Medium,Entry,78,14,65
40,High School,9,Education,Academic Coordinator,Small,Mid,60,36,31
57,Bachelor's,13,Finance,Auditor,Small,Entry,28,61,23
37,Master's,4,Logistics,Supply Chain Analyst,Large,Mid,50,58,32
44,Bachelor's,0,Finance,Accountant,Medium,Entry,61,56,56
45,Master's,3,Healthcare,Health Analyst,Small,Mid,49,41,77
34,Master's,4,Finance,Accountant,Small,Entry,54,26,59
48,Bachelor's,0,Education,Research Assistant,Medium,Mid,76,32,52
40,Bachelor's,16,IT,Software Engineer,Small,Senior,77,21,84
56,Master's,13,IT,Software Engineer,Large,Senior,74,26,26
54,Bachelor's,10,Education,Academic Coordinator,Medium,Mid,38,58,26
57,Master's,15,Finance,Auditor,Large,Entry,85,0,53
29,Bachelor's,8,Retail,Sales Associate,Small,Mid,71,28,81
40,Master's,10,Retail,Inventory Analyst,Medium,Entry,64,18,28
35,Bachelor's,12,Healthcare,Medical Assistant,Medium,Entry,55,59,57
31,Bachelor's,0,IT,Data Analyst,Small,Entry,50,46,49
52,Master's,11,Manufacturing,Production Supervisor,Medium,Entry,51,32,41
33,Bachelor's,8,Manufacturing,Production Supervisor,Small,Mid,71,36,86
34,Bachelor's,13,Education,Academic Coordinator,Medium,Mid,77,31,35
60,High School,2,Retail,Store Manager,Large,Mid,29,71,65
51,Bachelor's,7,Manufacturing,Production Supervisor,Medium,Mid,70,49,34
36,Bachelor's,15,Healthcare,Medical Assistant,Small,Mid,23,75,62
49,Master's,8,Manufacturing,Operator,Medium,Entry,91,22,73
33,Master's,8,Logistics,Warehouse Manager,Small,Entry,51,45,84
30,Bachelor's,9,Finance,Financial Analyst,Medium,Entry,31,65,78
58,Bachelor's,6,Education,Research Assistant,Small,Entry,29,75,63
55,High School,11,Education,Academic Coordinator,Small,Mid,79,14,83
53,Bachelor's,5,Logistics,Dispatcher,Medium,Mid,27,73,86
39,Bachelor's,0,Healthcare,Nurse,Medium,Mid,77,21,94
35,Bachelor's,10,Telecom,Network Engineer,Large,Mid,79,13,66
30,High School,2,Retail,Inventory Analyst,Small,Mid,30,60,41
38,Bachelor's,15,Telecom,Support Specialist,Medium,Mid,42,47,80
25,Bachelor's,4,Manufacturing,Production Supervisor,Medium,Mid,40,71,32
50,Bachelor's,14,Education,Research Assistant,Small,Senior,48,66,48
51,High School,10,Manufacturing,Production Supervisor,Medium,Mid,61,53,82
45,Bachelor's,15,Retail,Sales Associate,Small,Entry,12,89,83
24,Bachelor's,3,Retail,Sales Associate,Medium,Mid,16,79,69
47,Bachelor's,16,Manufacturing,Production Supervisor,Medium,Entry,45,52,61
44,Bachelor's,13,Finance,Auditor,Small,Entry,19,93,42
27,Bachelor's,6,Healthcare,Medical Assistant,Small,Mid,45,45,26
22,Bachelor's,1,Healthcare,Medical Assistant,Large,Mid,89,9,60
46,Bachelor's,14,Education,Academic Coordinator,Medium,Senior,71,35,94
51,Master's,6,Telecom,Operations Analyst,Small,Entry,78,21,23
35,Master's,7,IT,Data Analyst,Medium,Mid,89,9,93
52,High School,10,Finance,Auditor,Medium,Mid,33,58,67
58,Master's,12,Education,Teacher,Medium,Entry,89,20,75
48,Master's,7,Healthcare,Medical Assistant,Large,Entry,93,6,21
35,Bachelor's,14,Logistics,Warehouse Manager,Medium,Entry,93,14,62
51,Bachelor's,12,Education,Research Assistant,Small,Mid,42,37,20
30,Bachelor's,9,Finance,Accountant,Large,Entry,85,13,36
46,Master's,13,Education,Academic Coordinator,Medium,Entry,53,27,26
40,High School,6,Healthcare,Medical Assistant,Medium,Entry,27,91,71
33,High School,8,Healthcare,Nurse,Medium,Mid,44,56,85
37,PhD,5,Logistics,Dispatcher,Large,Entry,38,74,36
44,High School,5,Logistics,Dispatcher,Large,Entry,75,25,30
39,Bachelor's,15,Telecom,Operations Analyst,Medium,Mid,16,89,57
27,Bachelor's,6,Telecom,Support Specialist,Large,Entry,25,83,47
60,Bachelor's,3,Retail,Sales Associate,Small,Entry,38,63,39
38,High School,10,Education,Research Assistant,Large,Mid,11,95,53
53,Master's,8,Education,Academic Coordinator,Large,Mid,59,47,28
51,Master's,14,Telecom,Support Specialist,Large,Mid,47,50,21
54,Bachelor's,2,IT,Software Engineer,Medium,Mid,24,70,81
28,Master's,7,Finance,Financial Analyst,Large,Entry,36,40,84
55,High School,7,Telecom,Support Specialist,Large,Entry,90,15,21
23,Bachelor's,2,Telecom,Operations Analyst,Large,Mid,27,60,53
57,Master's,14,IT,Software Engineer,Medium,Mid,57,41,91
21,Master's,0,Healthcare,Medical Assistant,Large,Mid,78,25,91
49,Bachelor's,16,Retail,Inventory Analyst,Small,Mid,91,22,41
45,High School,13,Healthcare,Nurse,Small,Entry,59,41,69
30,Bachelor's,6,Education,Teacher,Medium,Senior,46,62,98
53,Bachelor's,0,Finance,Financial Analyst,Medium,Senior,47,58,79
29,Master's,0,Healthcare,Medical Assistant,Large,Senior,60,45,52
47,Master's,6,Logistics,Warehouse Manager,Large,Mid,14,64,67
38,High School,17,Healthcare,Medical Assistant,Medium,Entry,43,45,73
27,Master's,6,IT,ML Engineer,Large,Mid,43,57,81
59,High School,12,Healthcare,Nurse,Small,Mid,30,77,84
39,Master's,7,Healthcare,Medical Assistant,Medium,Entry,90,0,58
28,High School,7,Manufacturing,Production Supervisor,Small,Mid,86,21,57
36,Bachelor's,14,Healthcare,Nurse,Medium,Senior,36,69,91
60,High School,4,Retail,Sales Associate,Medium,Senior,90,0,40
44,Bachelor's,10,Finance,Auditor,Small,Entry,90,2,69
27,Bachelor's,6,Retail,Store Manager,Small,Entry,24,89,98
55,High School,13,Education,Teacher,Medium,Mid,50,38,94
56,Bachelor's,6,Logistics,Supply Chain Analyst,Large,Entry,70,21,93
40,Bachelor's,10,Education,Teacher,Large,Mid,51,32,76
38,Bachelor's,17,Logistics,Dispatcher,Small,Entry,38,43,37
33,High School,10,Telecom,Operations Analyst,Large,Senior,59,53,41
22,Bachelor's,1,Retail,Sales Associate,Small,Entry,84,7,79
57,Bachelor's,3,Telecom,Support Specialist,Small,Entry,32,72,82
44,Bachelor's,7,Retail,Store Manager,Large,Entry,75,37,87
47,Master's,6,Telecom,Network Engineer,Medium,Mid,31,76,35
50,Bachelor's,15,Education,Teacher,Small,Entry,19,67,79
27,Bachelor's,6,Telecom,Support Specialist,Large,Mid,25,65,26
59,Bachelor's,9,Manufacturing,Operator,Large,Mid,32,62,42
56,Bachelor's,3,Telecom,Operations Analyst,Large,Entry,41,45,29
21,PhD,0,Telecom,Operations Analyst,Small,Entry,77,11,79
60,Bachelor's,8,Finance,Financial Analyst,Small,Entry,18,75,89
48,Bachelor's,9,Logistics,Dispatcher,Small,Entry,12,85,85
59,High School,3,IT,Software Engineer,Medium,Mid,83,12,50
44,Bachelor's,13,Healthcare,Nurse,Small,Entry,34,54,80
29,Bachelor's,8,Education,Academic Coordinator,Medium,Mid,36,58,73
25,Bachelor's,4,Education,Research Assistant,Large,Mid,89,15,77
49,Master's,10,IT,ML Engineer,Medium,Senior,30,73,28
30,Bachelor's,9,Telecom,Network Engineer,Large,Entry,46,47,55
21,Master's,0,Retail,Store Manager,Medium,Entry,76,24,80
53,Master's,6,Logistics,Supply Chain Analyst,Small,Entry,35,54,33
22,Bachelor's,1,IT,Software Engineer,Medium,Senior,78,27,63
30,Bachelor's,9,Manufacturing,Quality Engineer,Small,Entry,23,69,93
47,High School,14,Finance,Financial Analyst,Small,Entry,19,77,26
29,PhD,7,Telecom,Operations Analyst,Small,Entry,52,37,87
28,High School,5,Healthcare,Medical Assistant,Large,Mid,81,24,34
30,Bachelor's,7,Healthcare,Medical Assistant,Medium,Mid,83,17,32
33,Bachelor's,12,Manufacturing,Quality Engineer,Medium,Entry,52,59,20
47,Master's,7,Logistics,Supply Chain Analyst,Small,Mid,59,44,91
32,Master's,9,Manufacturing,Quality Engineer,Medium,Mid,46,44,58
30,Bachelor's,7,Healthcare,Nurse,Small,Mid,52,27,90
32,Bachelor's,0,Telecom,Operations Analyst,Medium,Entry,23,72,91
24,Master's,3,Finance,Financial Analyst,Medium,Entry,26,72,56
31,High School,8,Finance,Financial Analyst,Medium,Entry,86,13,57
56,High School,5,Finance,Auditor,Small,Mid,60,66,22
30,High School,9,Telecom,Network Engineer,Medium,Entry,45,50,87
37,Bachelor's,0,Healthcare,Medical Assistant,Medium,Mid,55,53,81
41,PhD,19,Healthcare,Health Analyst,Large,Entry,70,50,20
57,High School,9,Telecom,Operations Analyst,Small,Senior,22,90,21
33,Master's,11,Logistics,Supply Chain Analyst,Medium,Senior,48,52,72
58,Bachelor's,8,Logistics,Dispatcher,Medium,Entry,77,31,94
23,Bachelor's,2,Telecom,Support Specialist,Large,Entry,23,71,81
25,High School,4,IT,Data Analyst,Medium,Mid,28,70,44
33,Bachelor's,12,Telecom,Support Specialist,Large,Mid,39,61,73
48,Bachelor's,9,Finance,Auditor,Large,Senior,73,33,72
41,Bachelor's,9,Logistics,Dispatcher,Medium,Mid,39,47,44
23,Bachelor's,0,Education,Academic Coordinator,Medium,Mid,43,61,69
23,Bachelor's,2,Education,Research Assistant,Medium,Entry,26,86,29
21,High School,0,Education,Teacher,Large,Senior,53,60,67
34,High School,9,Healthcare,Medical Assistant,Small,Entry,79,26,86
25,Bachelor's,4,Telecom,Operations Analyst,Large,Entry,10,94,64
26,Bachelor's,5,Finance,Accountant,Medium,Mid,23,71,61
47,High School,6,IT,Data Analyst,Medium,Senior,84,11,81
44,Bachelor's,7,Manufacturing,Production Supervisor,Medium,Mid,65,44,57
50,Bachelor's,7,Logistics,Warehouse Manager,Large,Mid,84,9,28
48,Bachelor's,7,IT,Data Analyst,Large,Entry,38,79,44
29,Bachelor's,8,Manufacturing,Production Supervisor,Large,Entry,70,28,74
31,High School,8,Finance,Financial Analyst,Large,Mid,20,70,22
50,Bachelor's,6,Logistics,Warehouse Manager,Medium,Mid,41,49,31
26,Master's,5,IT,ML Engineer,Small,Senior,94,1,63
52,Bachelor's,24,Education,Academic Coordinator,Medium,Mid,30,84,56
24,Master's,3,Telecom,Support Specialist,Large,Mid,25,74,56
50,Bachelor's,4,Manufacturing,Production Supervisor,Small,Senior,15,100,85
36,Bachelor's,0,Manufacturing,Production Supervisor,Medium,Mid,85,14,58
51,PhD,12,Manufacturing,Quality Engineer,Medium,Mid,21,76,35
27,Bachelor's,6,Telecom,Network Engineer,Small,Mid,51,55,20
27,High School,6,Logistics,Warehouse Manager,Medium,Mid,77,5,42
21,High School,0,Manufacturing,Operator,Small,Senior,28,78,74
59,High School,7,IT,ML Engineer,Large,Mid,11,98,34
24,Bachelor's,3,Finance,Financial Analyst,Small,Mid,36,68,21
55,Master's,1,IT,ML Engineer,Medium,Mid,78,19,37
42,PhD,4,Telecom,Network Engineer,Medium,Entry,82,27,43
47,Bachelor's,9,Healthcare,Nurse,Medium,Senior,56,29,68
41,Bachelor's,11,Finance,Accountant,Small,Senior,85,6,76
29,Bachelor's,8,Healthcare,Health Analyst,Small,Senior,73,42,58
47,Master's,0,Logistics,Warehouse Manager,Medium,Entry,32,63,71
58,Bachelor's,7,Manufacturing,Quality Engineer,Medium,Entry,78,0,40
55,High School,15,Logistics,Dispatcher,Medium,Entry,63,47,49
50,Bachelor's,11,Retail,Inventory Analyst,Large,Entry,41,53,86
42,High School,1,Logistics,Supply Chain Analyst,Large,Entry,80,4,86
49,Bachelor's,8,Finance,Financial Analyst,Small,Senior,86,2,29
25,Bachelor's,4,Education,Teacher,Medium,Mid,36,73,73
33,Bachelor's,7,Healthcare,Health Analyst,Small,Mid,71,15,38
27,High School,0,Finance,Financial Analyst,Medium,Mid,55,53,45
30,High School,5,Finance,Financial Analyst,Medium,Senior,38,50,58
32,Bachelor's,4,Manufacturing,Quality Engineer,Large,Mid,10,93,50
55,Bachelor's,13,Telecom,Network Engineer,Medium,Mid,16,92,94
44,Bachelor's,15,Healthcare,Health Analyst,Large,Mid,50,38,50
28,Master's,7,Manufacturing,Operator,Small,Entry,71,23,39
27,Bachelor's,3,Finance,Financial Analyst,Large,Mid,57,34,88
57,Bachelor's,10,Finance,Accountant,Large,Mid,83,14,32
56,Master's,10,Manufacturing,Quality Engineer,Small,Entry,18,89,62
21,Bachelor's,0,Retail,Inventory Analyst,Small,Senior,53,40,49
35,Master's,14,IT,Data Analyst,Small,Mid,76,14,58
35,Bachelor's,14,Logistics,Supply Chain Analyst,Medium,Mid,39,75,80
30,Bachelor's,6,Telecom,Support Specialist,Medium,Mid,46,58,71
42,Bachelor's,6,Healthcare,Medical Assistant,Medium,Entry,67,33,44
22,Bachelor's,1,IT,ML Engineer,Medium,Entry,58,56,20
30,Bachelor's,0,Telecom,Network Engineer,Large,Senior,86,17,54
24,Bachelor's,3,Manufacturing,Quality Engineer,Medium,Senior,46,51,91
34,Bachelor's,2,IT,Data Analyst,Medium,Mid,42,45,83
32,Master's,7,Retail,Store Manager,Large,Entry,81,28,92
46,Bachelor's,9,Telecom,Operations Analyst,Medium,Entry,56,53,90
54,Master's,1,Healthcare,Medical Assistant,Medium,Mid,48,62,72
31,Bachelor's,3,Manufacturing,Quality Engineer,Large,Entry,82,27,55
50,High School,19,Education,Teacher,Medium,Entry,31,59,99
53,Bachelor's,5,Retail,Store Manager,Medium,Senior,92,24,93
22,High School,1,IT,ML Engineer,Medium,Entry,44,70,25
40,Master's,9,Education,Teacher,Large,Mid,88,13,91
40,Master's,6,Finance,Auditor,Large,Entry,91,0,31
45,Bachelor's,9,Manufacturing,Operator,Medium,Mid,38,69,59
30,Bachelor's,8,Logistics,Dispatcher,Small,Mid,41,57,65
55,Bachelor's,7,Telecom,Operations Analyst,Medium,Senior,78,21,39
48,High School,15,Education,Research Assistant,Medium,Entry,36,77,62
28,Master's,7,Telecom,Support Specialist,Large,Entry,38,50,36
46,PhD,2,IT,Data Analyst,Large,Mid,25,91,82
48,Bachelor's,15,Education,Academic Coordinator,Medium,Entry,88,23,46
29,PhD,8,Education,Academic Coordinator,Small,Entry,16,93,81
27,Bachelor's,6,Healthcare,Medical Assistant,Large,Entry,67,20,93
50,Master's,15,Logistics,Supply Chain Analyst,Medium,Mid,15,76,29
56,High School,15,Healthcare,Health Analyst,Large,Entry,51,57,25
45,Master's,12,Telecom,Support Specialist,Large,Entry,45,69,54
50,Bachelor's,13,Telecom,Network Engineer,Medium,Senior,23,75,39
21,PhD,0,Finance,Auditor,Medium,Entry,48,57,28
60,Bachelor's,7,Logistics,Dispatcher,Large,Mid,75,39,48
28,Master's,1,Education,Teacher,Large,Mid,17,75,72
58,High School,1,Retail,Inventory Analyst,Medium,Entry,61,41,23
55,Bachelor's,5,Education,Academic Coordinator,Medium,Entry,50,55,31
27,Master's,6,Manufacturing,Quality Engineer,Medium,Mid,67,20,47
54,Bachelor's,8,Logistics,Dispatcher,Medium,Mid,48,28,91
37,Bachelor's,5,Logistics,Supply Chain Analyst,Medium,Entry,34,74,91
56,Bachelor's,11,Healthcare,Health Analyst,Large,Mid,28,65,20
39,Bachelor's,11,Healthcare,Health Analyst,Medium,Mid,69,49,45
31,Bachelor's,6,Education,Research Assistant,Small,Entry,50,48,69
35,High School,12,Telecom,Support Specialist,Medium,Entry,16,84,45
33,Bachelor's,11,IT,Data Analyst,Medium,Entry,78,15,53
29,High School,4,Logistics,Supply Chain Analyst,Medium,Entry,90,13,68
51,Master's,6,Telecom,Operations Analyst,Small,Mid,17,84,20
22,Bachelor's,1,Healthcare,Medical Assistant,Medium,Mid,74,14,52
27,Bachelor's,0,Finance,Accountant,Medium,Mid,64,23,42
30,PhD,6,Telecom,Network Engineer,Small,Entry,84,25,94
49,Bachelor's,17,Retail,Store Manager,Small,Senior,29,80,86
56,Bachelor's,2,Manufacturing,Production Supervisor,Medium,Entry,12,82,85
21,High School,0,Healthcare,Health Analyst,Medium,Mid,86,8,40
30,High School,0,Telecom,Operations Analyst,Medium,Entry,49,51,53
44,Bachelor's,3,Telecom,Support Specialist,Medium,Entry,35,63,77
35,Master's,10,Retail,Sales Associate,Medium,Entry,23,94,85
30,Bachelor's,6,Manufacturing,Quality Engineer,Medium,Entry,79,6,42
34,Bachelor's,8,Education,Research Assistant,Medium,Entry,91,0,45
28,Bachelor's,7,Finance,Auditor,Large,Senior,56,36,83
48,Master's,4,Education,Research Assistant,Large,Mid,53,74,92
48,Master's,1,Telecom,Network Engineer,Small,Mid,62,32,86
48,Bachelor's,3,Telecom,Support Specialist,Medium,Mid,27,66,45
48,Bachelor's,6,Logistics,Warehouse Manager,Small,Senior,86,14,21
56,Bachelor's,8,Logistics,Supply Chain Analyst,Small,Senior,74,14,37
56,Bachelor's,7,Healthcare,Medical Assistant,Large,Mid,53,37,48
25,High School,4,Manufacturing,Production Supervisor,Small,Entry,49,53,80
34,High School,8,Education,Academic Coordinator,Medium,Entry,45,48,88
41,Bachelor's,10,Healthcare,Health Analyst,Large,Entry,86,0,21
25,Master's,1,Finance,Financial Analyst,Small,Mid,69,23,76
35,Bachelor's,2,Telecom,Support Specialist,Medium,Entry,56,47,40
44,Bachelor's,12,Telecom,Network Engineer,Medium,Senior,31,64,90
24,High School,3,IT,ML Engineer,Large,Entry,89,6,91
44,Bachelor's,8,Retail,Store Manager,Small,Senior,16,94,80
22,Bachelor's,1,Finance,Auditor,Large,Entry,18,78,28
55,Master's,12,Telecom,Network Engineer,Small,Mid,12,93,79
41,Bachelor's,9,Education,Research Assistant,Small,Mid,86,12,42
25,Bachelor's,4,Retail,Store Manager,Medium,Entry,80,11,92
29,High School,0,Logistics,Dispatcher,Large,Senior,16,76,91
50,Bachelor's,5,Finance,Financial Analyst,Medium,Entry,80,3,37
57,Bachelor's,2,IT,ML Engineer,Small,Entry,72,38,37
58,PhD,6,Telecom,Operations Analyst,Large,Senior,52,59,63
50,Master's,13,Retail,Store Manager,Medium,Entry,41,72,91
38,Bachelor's,12,Logistics,Warehouse Manager,Small,Entry,57,52,51
51,Bachelor's,4,Retail,Store Manager,Medium,Mid,54,28,69
37,Bachelor's,5,Logistics,Dispatcher,Small,Entry,45,64,38
38,Bachelor's,14,Retail,Sales Associate,Small,Entry,62,32,53
27,High School,6,Healthcare,Medical Assistant,Medium,Entry,65,45,84
24,Bachelor's,1,Finance,Accountant,Small,Mid,24,78,82
31,High School,9,Retail,Inventory Analyst,Medium,Mid,40,59,64
52,Master's,14,Logistics,Warehouse Manager,Large,Entry,24,86,58
32,High School,10,Retail,Inventory Analyst,Medium,Senior,71,50,78
45,PhD,16,Logistics,Supply Chain Analyst,Small,Entry,24,75,82
42,PhD,10,Healthcare,Medical Assistant,Large,Mid,54,32,56
28,Master's,6,Finance,Auditor,Medium,Entry,93,17,41
40,Bachelor's,7,Education,Teacher,Small,Mid,45,44,79
58,Bachelor's,13,Retail,Sales Associate,Small,Entry,27,74,91
31,Master's,10,Finance,Accountant,Medium,Entry,30,64,82
24,Master's,3,IT,ML Engineer,Large,Senior,14,48,37
36,Bachelor's,10,Telecom,Operations Analyst,Medium,Entry,43,48,54
22,Bachelor's,1,Logistics,Warehouse Manager,Large,Mid,73,14,70
51,Bachelor's,13,Finance,Financial Analyst,Small,Senior,71,31,84
50,High School,10,Manufacturing,Operator,Small,Entry,45,53,68
44,Master's,2,Finance,Auditor,Medium,Senior,17,79,52
26,Bachelor's,4,IT,Data Analyst,Medium,Entry,40,78,71
22,Bachelor's,1,Logistics,Dispatcher,Large,Mid,18,85,65
60,Master's,5,IT,Data Analyst,Medium,Mid,93,14,21
22,Bachelor's,1,Telecom,Operations Analyst,Small,Entry,59,45,44
59,Bachelor's,6,IT,Data Analyst,Small,Mid,31,58,88
25,Master's,4,Telecom,Operations Analyst,Medium,Entry,77,19,22
33,PhD,6,Logistics,Warehouse Manager,Large,Mid,83,0,20
21,Bachelor's,0,Finance,Accountant,Medium,Mid,70,33,81
37,High School,0,Healthcare,Medical Assistant,Large,Entry,43,65,51
45,High School,1,Finance,Auditor,Medium,Entry,23,92,48
37,Bachelor's,6,Healthcare,Medical Assistant,Medium,Entry,35,48,52
52,Master's,0,Telecom,Operations Analyst,Medium,Entry,24,68,73
54,Master's,13,Education,Teacher,Medium,Entry,94,15,71
25,Master's,4,Retail,Sales Associate,Medium,Entry,86,33,21
43,Bachelor's,13,Retail,Sales Associate,Medium,Entry,47,60,54
51,PhD,9,Finance,Financial Analyst,Medium,Entry,90,7,66
50,Bachelor's,8,Finance,Financial Analyst,Large,Mid,71,33,82
34,High School,7,Logistics,Supply Chain Analyst,Medium,Mid,87,22,88
37,High School,15,Manufacturing,Quality Engineer,Medium,Mid,83,19,58
45,High School,2,Manufacturing,Operator,Medium,Entry,58,40,41
43,Bachelor's,10,Logistics,Warehouse Manager,Large,Senior,90,13,50
21,Bachelor's,0,Logistics,Dispatcher,Small,Entry,23,92,63
42,High School,9,Manufacturing,Operator,Large,Senior,31,70,40
49,Master's,7,Manufacturing,Operator,Medium,Mid,85,16,68
32,Bachelor's,8,IT,Software Engineer,Medium,Senior,77,7,62
33,Bachelor's,3,Healthcare,Health Analyst,Large,Mid,40,57,66
47,Master's,9,Manufacturing,Production Supervisor,Large,Entry,73,42,76
23,Bachelor's,2,Retail,Sales Associate,Small,Senior,61,47,73
22,Bachelor's,1,Education,Research Assistant,Small,Entry,14,96,75
48,High School,9,Manufacturing,Quality Engineer,Medium,Entry,27,73,45
44,High School,9,Healthcare,Health Analyst,Medium,Entry,38,63,26
28,High School,1,Manufacturing,Quality Engineer,Small,Senior,21,74,83
53,Master's,3,Logistics,Dispatcher,Small,Senior,83,27,64
50,High School,9,Manufacturing,Production Supervisor,Small,Mid,10,95,56
57,PhD,5,Healthcare,Nurse,Medium,Entry,40,54,94
56,Master's,10,Manufacturing,Quality Engineer,Medium,Entry,43,62,87
28,Bachelor's,6,Manufacturing,Operator,Small,Senior,41,81,25
47,High School,5,Retail,Store Manager,Small,Entry,83,19,74
43,Bachelor's,0,Retail,Inventory Analyst,Medium,Senior,20,82,30
38,Bachelor's,10,Manufacturing,Production Supervisor,Medium,Senior,75,45,81
27,Bachelor's,6,IT,Data Analyst,Small,Senior,54,47,65
49,Bachelor's,6,Education,Research Assistant,Medium,Entry,36,59,80
51,Bachelor's,16,Telecom,Support Specialist,Medium,Entry,37,72,90
27,High School,6,Healthcare,Medical Assistant,Medium,Entry,12,79,37
46,Master's,5,Healthcare,Health Analyst,Large,Mid,67,31,79
37,Bachelor's,10,Education,Research Assistant,Large,Entry,70,20,81
31,Bachelor's,10,Education,Academic Coordinator,Medium,Entry,15,88,59
44,Bachelor's,16,Logistics,Dispatcher,Large,Mid,25,88,70
38,Bachelor's,14,Healthcare,Health Analyst,Medium,Mid,88,0,85
43,High School,7,Logistics,Supply Chain Analyst,Large,Entry,69,28,56
